datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,AP,AP,6523.659,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,BC,BC,3573.335,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,CE,CE,11446.217,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,DAY,DAY,2279.741,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,DEOK,DEOK,3173.627,FALSE
12/5/2025 6:00,12/5/2025 1:00,SERC,SOUTH,DOM,DOM,15643.561,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,DPL,DPLCO,2238.985,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,DUQ,DUQ,1497.331,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,DPL,EASTON,31.235,TRUE
12/5/2025 6:00,12/5/2025 1:00,SERC,WEST,EKPC,EKPC,2004.197,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,JC,JC,2483.228,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,ME,ME,1939.434,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,ATSI,OE,7371.939,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,OVEC,OVEC,42,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,WEST,ATSI,PAPWR,648.648,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PE,PE,4406.613,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PEP,PEPCO,2677.461,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PL,PLCO,5174.406,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PN,PN,2043.499,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PS,PS,4928.829,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,RECO,RECO,146.293,FALSE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PEP,SMECO,457.714,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,PL,UGI,138.049,TRUE
12/5/2025 6:00,12/5/2025 1:00,RFC,MIDATL,AE,VMEU,76.309,TRUE
12/5/2025 6:00,12/5/2025 1:00,RTO,RTO,RTO,RTO,100196.823,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,AE,AECO,978.224,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,AEP,AEPAPT,5048.476,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,AEP,AEPIMP,3667.684,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,AEP,AEPKPT,790.25,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,AEP,AEPOPT,8658.042,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,AP,AP,6515.883,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,BC,BC,3545.902,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,CE,CE,11267.084,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,DAY,DAY,2257.733,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,DEOK,DEOK,3143.829,FALSE
12/5/2025 7:00,12/5/2025 2:00,SERC,SOUTH,DOM,DOM,15709.4,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,DPL,DPLCO,2231.442,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,DUQ,DUQ,1488.6,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,DPL,EASTON,31.518,TRUE
12/5/2025 7:00,12/5/2025 2:00,SERC,WEST,EKPC,EKPC,1982.875,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,JC,JC,2428.029,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,ME,ME,1932.364,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,ATSI,OE,7350.96,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,OVEC,OVEC,39,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,WEST,ATSI,PAPWR,663.421,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PE,PE,4352.815,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PEP,PEPCO,2649.067,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PL,PLCO,5181.901,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PN,PN,2014.365,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PS,PS,4842.273,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,RECO,RECO,143.224,FALSE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PEP,SMECO,454.386,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,PL,UGI,138.099,TRUE
12/5/2025 7:00,12/5/2025 2:00,RFC,MIDATL,AE,VMEU,75.817,TRUE
12/5/2025 7:00,12/5/2025 2:00,RTO,RTO,RTO,RTO,99582.663,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,AE,AECO,972.573,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,AEP,AEPAPT,5091.816,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,AEP,AEPIMP,3670.786,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,AEP,AEPKPT,784.872,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,AEP,AEPOPT,8694.345,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,AP,AP,6547.317,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,BC,BC,3577.438,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,CE,CE,11142.227,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,DAY,DAY,2233.725,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,DEOK,DEOK,3131.444,FALSE
12/5/2025 8:00,12/5/2025 3:00,SERC,SOUTH,DOM,DOM,15964.87,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,DPL,DPLCO,2246.66,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,DUQ,DUQ,1467.354,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,DPL,EASTON,31.742,TRUE
12/5/2025 8:00,12/5/2025 3:00,SERC,WEST,EKPC,EKPC,1959.576,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,JC,JC,2431.337,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,ME,ME,1945.018,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,ATSI,OE,7371.858,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,OVEC,OVEC,43,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,WEST,ATSI,PAPWR,673.953,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PE,PE,4391.191,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PEP,PEPCO,2634.851,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PL,PLCO,5195.191,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PN,PN,2035.121,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PS,PS,4802.349,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,RECO,RECO,141.832,FALSE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PEP,SMECO,460.536,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,PL,UGI,138.337,TRUE
12/5/2025 8:00,12/5/2025 3:00,RFC,MIDATL,AE,VMEU,75.477,TRUE
12/5/2025 8:00,12/5/2025 3:00,RTO,RTO,RTO,RTO,99856.796,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,AE,AECO,990.203,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,AEP,AEPAPT,5204.372,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,AEP,AEPIMP,3807.482,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,AEP,AEPKPT,792.711,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,AEP,AEPOPT,8795.757,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,AP,AP,6684.917,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,BC,BC,3670.201,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,CE,CE,11136.276,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,DAY,DAY,2269.716,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,DEOK,DEOK,3155.66,FALSE
12/5/2025 9:00,12/5/2025 4:00,SERC,SOUTH,DOM,DOM,16654.19,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,DPL,DPLCO,2313.48,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,DUQ,DUQ,1513.544,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,DPL,EASTON,32.924,TRUE
12/5/2025 9:00,12/5/2025 4:00,SERC,WEST,EKPC,EKPC,2075.175,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,JC,JC,2471.1,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,ME,ME,1993.398,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,ATSI,OE,7506.496,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,OVEC,OVEC,51,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,WEST,ATSI,PAPWR,671.443,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PE,PE,4563.965,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PEP,PEPCO,2733.98,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PL,PLCO,5351.429,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PN,PN,2072.042,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PS,PS,4871.497,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,RECO,RECO,144.135,FALSE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PEP,SMECO,482.616,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,PL,UGI,142.662,TRUE
12/5/2025 9:00,12/5/2025 4:00,RFC,MIDATL,AE,VMEU,77.366,TRUE
12/5/2025 9:00,12/5/2025 4:00,RTO,RTO,RTO,RTO,102229.737,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,AE,AECO,1039.929,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,AEP,AEPAPT,5343.519,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,AEP,AEPIMP,3901.586,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,AEP,AEPKPT,808.573,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,AEP,AEPOPT,9098.841,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,AP,AP,6968.037,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,BC,BC,3919.51,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,CE,CE,11317.175,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,DAY,DAY,2346.708,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,DEOK,DEOK,3313.735,FALSE
12/5/2025 10:00,12/5/2025 5:00,SERC,SOUTH,DOM,DOM,17477.96,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,DPL,DPLCO,2469.518,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,DUQ,DUQ,1562.716,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,DPL,EASTON,35.475,TRUE
12/5/2025 10:00,12/5/2025 5:00,SERC,WEST,EKPC,EKPC,2089.667,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,JC,JC,2606.209,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,ME,ME,2092.898,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,ATSI,OE,7695.983,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,OVEC,OVEC,44,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,WEST,ATSI,PAPWR,696.936,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PE,PE,4834.212,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PEP,PEPCO,2997.802,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PL,PLCO,5655.767,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PN,PN,2188.187,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PS,PS,5093.68,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,RECO,RECO,151.781,FALSE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PEP,SMECO,529.19,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,PL,UGI,150.153,TRUE
12/5/2025 10:00,12/5/2025 5:00,RFC,MIDATL,AE,VMEU,81.777,TRUE
12/5/2025 10:00,12/5/2025 5:00,RTO,RTO,RTO,RTO,106511.524,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,AE,AECO,1122.285,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,AEP,AEPAPT,5584.969,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,AEP,AEPIMP,4096.888,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,AEP,AEPKPT,835.063,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,AEP,AEPOPT,9501.053,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,AP,AP,7381.785,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,BC,BC,4258.252,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,CE,CE,11772.795,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,DAY,DAY,2486.7,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,DEOK,DEOK,3526.322,FALSE
12/5/2025 11:00,12/5/2025 6:00,SERC,SOUTH,DOM,DOM,18427.409,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,DPL,DPLCO,2693.209,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,DUQ,DUQ,1652.353,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,DPL,EASTON,39.186,TRUE
12/5/2025 11:00,12/5/2025 6:00,SERC,WEST,EKPC,EKPC,2307.054,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,JC,JC,2848.854,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,ME,ME,2243.939,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,ATSI,OE,8171.337,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,OVEC,OVEC,47,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,WEST,ATSI,PAPWR,753.971,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PE,PE,5218.052,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PEP,PEPCO,3294.011,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PL,PLCO,6153.903,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PN,PN,2347.579,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PS,PS,5486.502,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,RECO,RECO,164.694,FALSE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PEP,SMECO,583.925,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,PL,UGI,164.404,TRUE
12/5/2025 11:00,12/5/2025 6:00,RFC,MIDATL,AE,VMEU,89.936,TRUE
12/5/2025 11:00,12/5/2025 6:00,RTO,RTO,RTO,RTO,113253.43,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,AE,AECO,1172.622,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,AEP,AEPAPT,5791.853,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,AEP,AEPIMP,4221.484,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,AEP,AEPKPT,857.387,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,AEP,AEPOPT,9815.66,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,AP,AP,7608.139,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,BC,BC,4476.335,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,CE,CE,12486.93,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,DAY,DAY,2590.337,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,DEOK,DEOK,3645.69,FALSE
12/5/2025 12:00,12/5/2025 7:00,SERC,SOUTH,DOM,DOM,19078.884,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,DPL,DPLCO,2820.351,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,DUQ,DUQ,1724.881,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,DPL,EASTON,42.773,TRUE
12/5/2025 12:00,12/5/2025 7:00,SERC,WEST,EKPC,EKPC,2280.997,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,JC,JC,3004.237,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,ME,ME,2336.09,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,ATSI,OE,8567.81,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,OVEC,OVEC,44,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,WEST,ATSI,PAPWR,791.388,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PE,PE,5495.802,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PEP,PEPCO,3544.79,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PL,PLCO,6448.424,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PN,PN,2420.839,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PS,PS,5760.253,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,RECO,RECO,176.094,FALSE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PEP,SMECO,623.273,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,PL,UGI,175.046,TRUE
12/5/2025 12:00,12/5/2025 7:00,RFC,MIDATL,AE,VMEU,93.265,TRUE
12/5/2025 12:00,12/5/2025 7:00,RTO,RTO,RTO,RTO,118095.634,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,AE,AECO,1182.627,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,AEP,AEPAPT,5842.194,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,AEP,AEPIMP,4210.439,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,AEP,AEPKPT,860.697,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,AEP,AEPOPT,9808.552,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,AP,AP,7682.793,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,BC,BC,4566.029,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,CE,CE,12909.313,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,DAY,DAY,2599.32,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,DEOK,DEOK,3689.304,FALSE
12/5/2025 13:00,12/5/2025 8:00,SERC,SOUTH,DOM,DOM,19360.97,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,DPL,DPLCO,2880.545,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,DUQ,DUQ,1750.659,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,DPL,EASTON,45.255,TRUE
12/5/2025 13:00,12/5/2025 8:00,SERC,WEST,EKPC,EKPC,2335.288,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,JC,JC,2998.229,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,ME,ME,2351.659,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,ATSI,OE,8660.297,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,OVEC,OVEC,47,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,WEST,ATSI,PAPWR,786.503,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PE,PE,5583.987,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PEP,PEPCO,3644.189,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PL,PLCO,6441.38,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PN,PN,2439.834,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PS,PS,5770.318,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,RECO,RECO,178.021,FALSE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PEP,SMECO,645.571,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,PL,UGI,175.964,TRUE
12/5/2025 13:00,12/5/2025 8:00,RFC,MIDATL,AE,VMEU,96.02,TRUE
12/5/2025 13:00,12/5/2025 8:00,RTO,RTO,RTO,RTO,119542.957,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,AE,AECO,1183.165,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,AEP,AEPAPT,5825.224,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,AEP,AEPIMP,4167.822,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,AEP,AEPKPT,856.043,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,AEP,AEPOPT,9755.422,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,AP,AP,7683.43,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,BC,BC,4621.862,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,CE,CE,13056.06,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,DAY,DAY,2583.928,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,DEOK,DEOK,3682.027,FALSE
12/5/2025 14:00,12/5/2025 9:00,SERC,SOUTH,DOM,DOM,19393.197,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,DPL,DPLCO,2911.718,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,DUQ,DUQ,1786.723,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,DPL,EASTON,46.04,TRUE
12/5/2025 14:00,12/5/2025 9:00,SERC,WEST,EKPC,EKPC,2314.619,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,JC,JC,2870.748,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,ME,ME,2328.291,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,ATSI,OE,8547.412,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,OVEC,OVEC,45,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,WEST,ATSI,PAPWR,761.942,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PE,PE,5480.856,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PEP,PEPCO,3700.293,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PL,PLCO,6348.667,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PN,PN,2440.9,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PS,PS,5565.518,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,RECO,RECO,174.055,FALSE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PEP,SMECO,641.464,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,PL,UGI,172.647,TRUE
12/5/2025 14:00,12/5/2025 9:00,RFC,MIDATL,AE,VMEU,96.569,TRUE
12/5/2025 14:00,12/5/2025 9:00,RTO,RTO,RTO,RTO,119041.642,FALSE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,AE,AECO,1168.402,FALSE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,AEP,AEPAPT,5749.435,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,AEP,AEPIMP,4092.467,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,AEP,AEPKPT,847.56,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,AEP,AEPOPT,9653.524,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,AP,AP,7601.385,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,BC,BC,4638.479,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,CE,CE,13086.988,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,DAY,DAY,2553.328,FALSE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,DEOK,DEOK,3680.94,FALSE
12/5/2025 15:00,12/5/2025 10:00,SERC,SOUTH,DOM,DOM,19297.646,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,DPL,DPLCO,2916.156,FALSE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,DUQ,DUQ,1788.709,FALSE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,DPL,EASTON,46.53,TRUE
12/5/2025 15:00,12/5/2025 10:00,SERC,WEST,EKPC,EKPC,2340.181,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,JC,JC,2822.066,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,MIDATL,ME,ME,2322.782,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,ATSI,OE,8284.279,TRUE
12/5/2025 15:00,12/5/2025 10:00,RFC,WEST,OVEC,OVEC,51,TRUE
